core_id,axis_id,from_connector_contact,to_connector_contact,net,service,route,conductor_cross_section,insulation_temperature_flex,shield_or_twist,cut_length_and_slack,authority
CORE-L_HIP_YAW-GND,L_HIP_YAW,J-PDU-LLEG-OUT-1/1,J-ACT-L_HIP_YAW/1,RS-LLEG_RET,POWER RETURN,LOOP-L_HIP_YAW-PWR,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 145.546 mm ONE-WAY; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_YAW-VDD,L_HIP_YAW,J-PDU-LLEG-OUT-1/2,J-ACT-L_HIP_YAW/2,L_HIP_YAW_VDD,ACTUATOR POWER,LOOP-L_HIP_YAW-PWR,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 145.546 mm ONE-WAY; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_YAW-DATAP,L_HIP_YAW,CB-RS-LLEG/DATA+,J-ACT-L_HIP_YAW/3,RS-LLEG_DATA+,DATA,LOOP-L_HIP_YAW-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 39.209 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_YAW-DATAN,L_HIP_YAW,CB-RS-LLEG/DATA-,J-ACT-L_HIP_YAW/4,RS-LLEG_DATA-,DATA,LOOP-L_HIP_YAW-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 39.209 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_ROLL-GND,L_HIP_ROLL,J-PDU-LLEG-OUT-2/1,J-ACT-L_HIP_ROLL/1,RS-LLEG_RET,POWER RETURN,LOOP-L_HIP_ROLL-PWR,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 125.862 mm ONE-WAY; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_ROLL-VDD,L_HIP_ROLL,J-PDU-LLEG-OUT-2/2,J-ACT-L_HIP_ROLL/2,L_HIP_ROLL_VDD,ACTUATOR POWER,LOOP-L_HIP_ROLL-PWR,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 125.862 mm ONE-WAY; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_ROLL-DATAP,L_HIP_ROLL,J-OUT-L_HIP_YAW/DATA+,J-ACT-L_HIP_ROLL/3,RS-LLEG_DATA+,DATA,LOOP-L_HIP_ROLL-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 40.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_ROLL-DATAN,L_HIP_ROLL,J-OUT-L_HIP_YAW/DATA-,J-ACT-L_HIP_ROLL/4,RS-LLEG_DATA-,DATA,LOOP-L_HIP_ROLL-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 40.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_PITCH-GND,L_HIP_PITCH,J-PDU-LLEG-OUT-3/1,J-ACT-L_HIP_PITCH/1,RS-LLEG_RET,POWER RETURN,LOOP-L_HIP_PITCH-PWR,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 106.339 mm ONE-WAY; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_PITCH-VDD,L_HIP_PITCH,J-PDU-LLEG-OUT-3/2,J-ACT-L_HIP_PITCH/2,L_HIP_PITCH_VDD,ACTUATOR POWER,LOOP-L_HIP_PITCH-PWR,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 106.339 mm ONE-WAY; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_PITCH-DATAP,L_HIP_PITCH,J-OUT-L_HIP_ROLL/DATA+,J-ACT-L_HIP_PITCH/3,RS-LLEG_DATA+,DATA,LOOP-L_HIP_PITCH-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 40.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_HIP_PITCH-DATAN,L_HIP_PITCH,J-OUT-L_HIP_ROLL/DATA-,J-ACT-L_HIP_PITCH/4,RS-LLEG_DATA-,DATA,LOOP-L_HIP_PITCH-DATA,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 40.000 mm; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
CORE-L_KNEE_PITCH-GND,L_KNEE_PITCH,J-PDU-LLEG-OUT-4/1,J-ACT-L_KNEE_PITCH/1,RS-LLEG_RET,POWER RETURN,LOOP-L_KNEE_PITCH-PWR,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,PLANNING 114.122 mm ONE-WAY; CUT LENGTH/SLACK OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED TEST, MOTION OR ENERGIZATION AUTHORITY"
