circuit,axis_id,bus_branch,endpoint_current_a,bounded_torque_component_rms_a,bounded_torque_component_peak_a,total_normal_rms_current_a,fault_current_a,length_mm,power_corridor,corridor_pair_count,ambient_c,duty_cycle,inrush,calculation_state,thermal_rating_credit,warning
PWR-L_HIP_YAW,L_HIP_YAW,RS-LLEG,4.90,0.046506640,0.183548355,SELECTION REQUIRED - IDLE/LOSS/GRIP/ROBUSTNESS/MEASUREMENT ABSENT,SELECTION REQUIRED,145.546,HN01_L_LEG_POWER,6,SELECTION REQUIRED,TWO 50 HZ BOUNDED SEQUENCES COMPUTED; PHYSICAL DUTY CYCLE SELECTION REQUIRED,SELECTION REQUIRED,ADVANCED - BOUNDED RMS/PEAK AND CORRIDOR BUNDLE PRESENT; TOTAL NORMAL/FAULT/AMBIENT/INRUSH/HOT TEST OPEN,NONE,"PRELIMINARY - ROUTE-SPECIFIC DUTY/VOLTAGE-DROP/LOSS PLANNING SCREEN ONLY - NOT A WIRE, CONNECTOR, PROTECTION OR THERMAL RATING - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
PWR-L_HIP_ROLL,L_HIP_ROLL,RS-LLEG,4.90,1.109725743,1.928595014,SELECTION REQUIRED - IDLE/LOSS/GRIP/ROBUSTNESS/MEASUREMENT ABSENT,SELECTION REQUIRED,125.862,HN01_L_LEG_POWER,6,SELECTION REQUIRED,TWO 50 HZ BOUNDED SEQUENCES COMPUTED; PHYSICAL DUTY CYCLE SELECTION REQUIRED,SELECTION REQUIRED,ADVANCED - BOUNDED RMS/PEAK AND CORRIDOR BUNDLE PRESENT; TOTAL NORMAL/FAULT/AMBIENT/INRUSH/HOT TEST OPEN,NONE,"PRELIMINARY - ROUTE-SPECIFIC DUTY/VOLTAGE-DROP/LOSS PLANNING SCREEN ONLY - NOT A WIRE, CONNECTOR, PROTECTION OR THERMAL RATING - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
PWR-L_HIP_PITCH,L_HIP_PITCH,RS-LLEG,4.90,0.803535863,1.606541117,SELECTION REQUIRED - IDLE/LOSS/GRIP/ROBUSTNESS/MEASUREMENT ABSENT,SELECTION REQUIRED,106.339,HN01_L_LEG_POWER,6,SELECTION REQUIRED,TWO 50 HZ BOUNDED SEQUENCES COMPUTED; PHYSICAL DUTY CYCLE SELECTION REQUIRED,SELECTION REQUIRED,ADVANCED - BOUNDED RMS/PEAK AND CORRIDOR BUNDLE PRESENT; TOTAL NORMAL/FAULT/AMBIENT/INRUSH/HOT TEST OPEN,NONE,"PRELIMINARY - ROUTE-SPECIFIC DUTY/VOLTAGE-DROP/LOSS PLANNING SCREEN ONLY - NOT A WIRE, CONNECTOR, PROTECTION OR THERMAL RATING - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
PWR-L_KNEE_PITCH,L_KNEE_PITCH,RS-LLEG,4.90,1.045295618,2.002872178,SELECTION REQUIRED - IDLE/LOSS/GRIP/ROBUSTNESS/MEASUREMENT ABSENT,SELECTION REQUIRED,114.122,HN01_L_LEG_POWER,6,SELECTION REQUIRED,TWO 50 HZ BOUNDED SEQUENCES COMPUTED; PHYSICAL DUTY CYCLE SELECTION REQUIRED,SELECTION REQUIRED,ADVANCED - BOUNDED RMS/PEAK AND CORRIDOR BUNDLE PRESENT; TOTAL NORMAL/FAULT/AMBIENT/INRUSH/HOT TEST OPEN,NONE,"PRELIMINARY - ROUTE-SPECIFIC DUTY/VOLTAGE-DROP/LOSS PLANNING SCREEN ONLY - NOT A WIRE, CONNECTOR, PROTECTION OR THERMAL RATING - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
PWR-L_ANKLE_PITCH,L_ANKLE_PITCH,RS-LLEG,2.30,1.448857961,1.708548093,SELECTION REQUIRED - IDLE/LOSS/GRIP/ROBUSTNESS/MEASUREMENT ABSENT,SELECTION REQUIRED,267.754,HN01_L_LEG_POWER,6,SELECTION REQUIRED,TWO 50 HZ BOUNDED SEQUENCES COMPUTED; PHYSICAL DUTY CYCLE SELECTION REQUIRED,SELECTION REQUIRED,ADVANCED - BOUNDED RMS/PEAK AND CORRIDOR BUNDLE PRESENT; TOTAL NORMAL/FAULT/AMBIENT/INRUSH/HOT TEST OPEN,NONE,"PRELIMINARY - ROUTE-SPECIFIC DUTY/VOLTAGE-DROP/LOSS PLANNING SCREEN ONLY - NOT A WIRE, CONNECTOR, PROTECTION OR THERMAL RATING - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
PWR-L_ANKLE_ROLL,L_ANKLE_ROLL,RS-LLEG,2.30,0.045348537,0.159114160,SELECTION REQUIRED - IDLE/LOSS/GRIP/ROBUSTNESS/MEASUREMENT ABSENT,SELECTION REQUIRED,287.696,HN01_L_LEG_POWER,6,SELECTION REQUIRED,TWO 50 HZ BOUNDED SEQUENCES COMPUTED; PHYSICAL DUTY CYCLE SELECTION REQUIRED,SELECTION REQUIRED,ADVANCED - BOUNDED RMS/PEAK AND CORRIDOR BUNDLE PRESENT; TOTAL NORMAL/FAULT/AMBIENT/INRUSH/HOT TEST OPEN,NONE,"PRELIMINARY - ROUTE-SPECIFIC DUTY/VOLTAGE-DROP/LOSS PLANNING SCREEN ONLY - NOT A WIRE, CONNECTOR, PROTECTION OR THERMAL RATING - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
PWR-R_HIP_YAW,R_HIP_YAW,RS-RLEG,4.90,0.046508168,0.183462394,SELECTION REQUIRED - IDLE/LOSS/GRIP/ROBUSTNESS/MEASUREMENT ABSENT,SELECTION REQUIRED,145.546,HN01_R_LEG_POWER,6,SELECTION REQUIRED,TWO 50 HZ BOUNDED SEQUENCES COMPUTED; PHYSICAL DUTY CYCLE SELECTION REQUIRED,SELECTION REQUIRED,ADVANCED - BOUNDED RMS/PEAK AND CORRIDOR BUNDLE PRESENT; TOTAL NORMAL/FAULT/AMBIENT/INRUSH/HOT TEST OPEN,NONE,"PRELIMINARY - ROUTE-SPECIFIC DUTY/VOLTAGE-DROP/LOSS PLANNING SCREEN ONLY - NOT A WIRE, CONNECTOR, PROTECTION OR THERMAL RATING - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
PWR-R_HIP_ROLL,R_HIP_ROLL,RS-RLEG,4.90,1.110776796,1.929463924,SELECTION REQUIRED - IDLE/LOSS/GRIP/ROBUSTNESS/MEASUREMENT ABSENT,SELECTION REQUIRED,125.862,HN01_R_LEG_POWER,6,SELECTION REQUIRED,TWO 50 HZ BOUNDED SEQUENCES COMPUTED; PHYSICAL DUTY CYCLE SELECTION REQUIRED,SELECTION REQUIRED,ADVANCED - BOUNDED RMS/PEAK AND CORRIDOR BUNDLE PRESENT; TOTAL NORMAL/FAULT/AMBIENT/INRUSH/HOT TEST OPEN,NONE,"PRELIMINARY - ROUTE-SPECIFIC DUTY/VOLTAGE-DROP/LOSS PLANNING SCREEN ONLY - NOT A WIRE, CONNECTOR, PROTECTION OR THERMAL RATING - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
PWR-R_HIP_PITCH,R_HIP_PITCH,RS-RLEG,4.90,0.804377814,1.608855018,SELECTION REQUIRED - IDLE/LOSS/GRIP/ROBUSTNESS/MEASUREMENT ABSENT,SELECTION REQUIRED,106.339,HN01_R_LEG_POWER,6,SELECTION REQUIRED,TWO 50 HZ BOUNDED SEQUENCES COMPUTED; PHYSICAL DUTY CYCLE SELECTION REQUIRED,SELECTION REQUIRED,ADVANCED - BOUNDED RMS/PEAK AND CORRIDOR BUNDLE PRESENT; TOTAL NORMAL/FAULT/AMBIENT/INRUSH/HOT TEST OPEN,NONE,"PRELIMINARY - ROUTE-SPECIFIC DUTY/VOLTAGE-DROP/LOSS PLANNING SCREEN ONLY - NOT A WIRE, CONNECTOR, PROTECTION OR THERMAL RATING - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
PWR-R_KNEE_PITCH,R_KNEE_PITCH,RS-RLEG,4.90,1.045911833,2.004834582,SELECTION REQUIRED - IDLE/LOSS/GRIP/ROBUSTNESS/MEASUREMENT ABSENT,SELECTION REQUIRED,114.122,HN01_R_LEG_POWER,6,SELECTION REQUIRED,TWO 50 HZ BOUNDED SEQUENCES COMPUTED; PHYSICAL DUTY CYCLE SELECTION REQUIRED,SELECTION REQUIRED,ADVANCED - BOUNDED RMS/PEAK AND CORRIDOR BUNDLE PRESENT; TOTAL NORMAL/FAULT/AMBIENT/INRUSH/HOT TEST OPEN,NONE,"PRELIMINARY - ROUTE-SPECIFIC DUTY/VOLTAGE-DROP/LOSS PLANNING SCREEN ONLY - NOT A WIRE, CONNECTOR, PROTECTION OR THERMAL RATING - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
